identifier,identifier 1,identifier 2,object_in_context,subject_name 1,subject_name 2,subject_name 3,subject_name 4,subject_name 5,subject_topical 1,subject_topical 2,subject_geographic,item_type,language,language_of_cataloging,form,digital_origin,date_text,date_single_start,date_end,date_qualifier,public_note,title,rights,collection,collection_identifier,repository,name,affiliation,place_of_origin,project_url,project_title,project_abstract,record_source,file_thumbnail_url
mpabaker_952,mpabaker:952,0012_003587_000325,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A952,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Carter, Jimmy, 1924- | http://id.loc.gov/authorities/names/n79021791",,,,Air Force One (Presidential aircraft) | http://id.loc.gov/authorities/subjects/sh2002005756,Presidents--United States | http://id.loc.gov/authorities/subjects/sh85106465,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1978,1978,,,,Howard Baker and Jimmy Carter Aboard Air Force One,Public domain.,Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",White House Administrative Office (U.S.) | URI: http://id.loc.gov/authorities/names/n93097922 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A952/datastream/TN/view/Howard%20Baker%20and%20Jimmy%20Carter%20Aboard%20Air%20Force%20One.jpg
mpabaker_766,mpabaker:766,0012_000159_000382,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A766,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572",,,,,Political campaigns | http://id.loc.gov/authorities/subjects/sh85041555,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1966,1966,,,,Howard Baker and Staffer during Early Senate Campaign,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A766/datastream/TN/view/Howard%20Baker%20and%20Staffer%20during%20Early%20Senate%20Campaign.jpg
mpabaker_977,mpabaker:977,0012_003587_000215,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A977,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572",,,,,,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1974,1974,,,,Howard Baker with Members of Senate Republican Policy Committee,Public domain.,Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",U.S. Senate Republican Policy Committee | URI: http://id.loc.gov/authorities/names/n86141906 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A977/datastream/TN/view/Howard%20Baker%20with%20Members%20of%20Senate%20Republican%20Policy%20Committee.jpg
mpabaker_981,mpabaker:981,0012_003587_000327,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A981,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Reagan, Ronald | http://id.loc.gov/authorities/names/n79059562",,,,Presidents--United States | http://id.loc.gov/authorities/subjects/sh85106465,,"Oval Office (White House, Washington, D.C.) | URI: http://id.loc.gov/authorities/subjects/sh2009005676 | Coordinates: 38.8974, -77.0374",still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1981,1981,,,,Howard Baker and Ronald Reagan in Meeting at White House,Public domain.,Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",White House Administrative Office (U.S.) | URI: http://id.loc.gov/authorities/names/n93097922 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A981/datastream/TN/view/Howard%20Baker%20and%20Ronald%20Reagan%20in%20Meeting%20at%20White%20House.jpg
mpabaker_817,mpabaker:817,0012_000159_000283,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A817,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Atkins, Chet | http://id.loc.gov/authorities/names/n81126809",,,,,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1978,1978,,,,Howard Baker with Chet Atkins,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Papers, MPA.101,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A817/datastream/TN/view/Howard%20Baker%20with%20Chet%20Atkins.jpg
mpabaker_897,mpabaker:897,0012_000159_000388,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A897,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572",United States. Congress. Joint Committee on Atomic Energy | http://id.loc.gov/authorities/names/n50078614,,,,,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1971-1972,1971,1972,,,Joint Committee on Atomic Energy including Howard Baker,Public domain.,Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",United States. Congress. Senate. Recording and Photographic Studios | URI: http://id.loc.gov/authorities/names/n82158923 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A897/datastream/TN/view/Joint%20Committee%20on%20Atomic%20Energy%20including%20Howard%20Baker.jpg
mpabaker_777,mpabaker:777,0012_003587_000260,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A777,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572",,,,,,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1972,1972,,,,Howard Baker Resting on Capital Steps,Public domain.,Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",U.S. Senate Republican Policy Committee | URI: http://id.loc.gov/authorities/names/n86141906 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A777/datastream/TN/view/Howard%20Baker%20Resting%20on%20Capital%20Steps.jpg
mpabaker_776,mpabaker:776,0012_003587_000266,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A776,"Baker, Joy Dirksen",,,,,Families | http://id.loc.gov/authorities/subjects/sh85047009,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,unknown,1966,1994,inferred,Dates inferred from bulk dates of archival collection.,Joy Baker with Family Members,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A776/datastream/TN/view/Joy%20Baker%20with%20Family%20Members.jpg
mpabaker_756,mpabaker:756,0012_003587_000331,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A756,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Reagan, Nancy, 1921- | ttp://id.loc.gov/authorities/names/n79121421","Reagan, Ronald | http://id.loc.gov/authorities/names/n79059562",,,Presidents--United States | http://id.loc.gov/authorities/subjects/sh85106465,,"Tennessee | URI: http://id.loc.gov/authorities/names/n79060965 | Coordinates: 35.75035, -86.25027",still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1982,1982,,,,"Howard Baker, Ronald Reagan and Nancy Reagan with Tennessee Constituents",Public domain.,Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",White House Administrative Office (U.S.) | URI: http://id.loc.gov/authorities/names/n93097922 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A756/datastream/TN/view/Howard%20Baker%2C%20Ronald%20Reagan%20and%20Nancy%20Reagan%20with%20Tennessee%20Constituents.jpg
mpabaker_745,mpabaker:745,0012_003587_000324,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A745,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Carter, Jimmy, 1924- | http://id.loc.gov/authorities/names/n79021791",,,,Presidents--United States | http://id.loc.gov/authorities/subjects/sh85106465,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1978,1978,,,,Howard Baker with Jimmy Carter. Inscribed photograph.,Public domain.,Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",White House Administrative Office (U.S.) | URI: http://id.loc.gov/authorities/names/n93097922 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A745/datastream/TN/view/Howard%20Baker%20with%20Jimmy%20Carter.jpg
mpabaker_972,mpabaker:972,0012_000159_000356,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A972,,,,,,,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,unknown,1966,1994,inferred,Dates inferred from bulk dates of archival collection.,Inside Baker's Senate Majority Leader Desk Drawer,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A972/datastream/TN/view/Inside%20Baker%27s%20Senate%20Majority%20Leader%20Desk%20Drawer.jpg
mpabaker_882,mpabaker:882,0012_000159_000288,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A882,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572",,,,,Cameras | http://id.loc.gov/authorities/subjects/sh85019133,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1979,1979,,,,Howard Baker with Camera,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Papers, MPA.101,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A882/datastream/TN/view/Howard%20Baker%20with%20Camera.jpg
mpabaker_864,mpabaker:864,0012_003587_000271,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A864,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Baker, Howard H. (Howard Henry), 1902-1964 | http://id.loc.gov/authorities/names/no2010128220",,,,Families | http://id.loc.gov/authorities/subjects/sh85047009,,"Huntsville (Tenn.) | URI: http://id.loc.gov/authorities/names/n85137638 | Coordinates: 36.4098, -84.49049",still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,unknown,1966,1994,inferred,Dates inferred from bulk dates of archival collection.,Howard Baker and Howard Baker Sr in front of Law Office,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A864/datastream/TN/view/Howard%20Baker%20and%20Howard%20Baker%20Sr%20in%20front%20of%20Law%20Office.jpg
mpabaker_982,mpabaker:982,0012_003587_000232,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A982,"Baker, Joy Dirksen","Bush, Barbara, 1925- | http://id.loc.gov/authorities/names/n83146999","Johnson, Lady Bird, 1912-2007 | http://id.loc.gov/authorities/names/n50038949",,,,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1981,1981,,,,"Joy Baker, Barbara Bush and Lady Bird Johnson at Senate Wives' Luncheon","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A982/datastream/TN/view/Joy%20Baker%2C%20Barbara%20Bush%20and%20Lady%20Bird%20Johnson%20at%20Senate%20Wives%27%20Luncheon.jpg
mpabaker_800,mpabaker:800,0012_000159_000384,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A800,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Reagan, Nancy, 1921- | ttp://id.loc.gov/authorities/names/n79121421","Reagan, Ronald | http://id.loc.gov/authorities/names/n79059562",,,Presidents--United States | http://id.loc.gov/authorities/subjects/sh85106465,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1984,1984,,,,Howard Baker and Ronald Reagan,Public domain.,Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",White House Administrative Office (U.S.) | URI: http://id.loc.gov/authorities/names/n93097922 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A800/datastream/TN/view/Howard%20Baker%20and%20Ronald%20Reagan.jpg
mpabaker_922,mpabaker:922,0012_000159_000309,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A922,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572",,,,,,,"Oak Ridge (Tenn.) | URI: http://id.loc.gov/authorities/names/n79100849 | Coordinates: 36.01036, -84.26964",still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1981,1981,,,,Group including Howard Baker on Tour of Oak Ridge National Laboratory,Public domain.,Howard H. Baker Jr. Papers, MPA.101,"University of Tennessee, Knoxville. Special Collections",Oak Ridge National Laboratory | URI: http://id.loc.gov/authorities/names/n81018718 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A922/datastream/TN/view/Group%20including%20Howard%20Baker%20on%20Tour%20of%20Oak%20Ridge%20National%20Laboratory.jpg
mpabaker_771,mpabaker:771,0012_003587_000236,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A771,"Dirksen, Everett McKinley | http://id.loc.gov/authorities/names/n50025549",,,,,Families | http://id.loc.gov/authorities/subjects/sh85047009,Animals | http://id.loc.gov/authorities/subjects/sh85005249,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,unknown,1966,1994,inferred,Dates inferred from bulk dates of archival collection.,Everett Dirksen with Dog,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A771/datastream/TN/view/Everett%20Dirksen%20with%20Dog.jpg
mpabaker_973,mpabaker:973,0012_000159_000310,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A973,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Kissinger, Henry, 1923- | http://id.loc.gov/authorities/names/n79018911",,,,,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1976,1976,,,,Howard Baker and Henry Kissinger,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Papers, MPA.101,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A973/datastream/TN/view/Howard%20Baker%20and%20Henry%20Kissinger.jpg
mpabaker_880,mpabaker:880,0012_003587_000307,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A880,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572",,,,,Political campaigns | http://id.loc.gov/authorities/subjects/sh85041555,Constituentss,"Dyersburg (Tenn.) | URI: http://id.loc.gov/authorities/names/n83049043 | Coordinates: 36.03452, -89.38563",still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1966,1966,,,,"Howard Baker during Campaign in Dyersburg, Tennessee","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Dyersburg Mirror | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A880/datastream/TN/view/Howard%20Baker%20during%20Campaign%20in%20Dyersburg%2C%20Tennessee.jpg
mpabaker_920,mpabaker:920,0012_000159_000359,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A920,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Reagan, Ronald | http://id.loc.gov/authorities/names/n79059562",,,,Presidents--United States | http://id.loc.gov/authorities/subjects/sh85106465,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,unknown,1966,1994,inferred,Dates inferred from bulk dates of archival collection.,Howard Baker and Ronald Reagan,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A920/datastream/TN/view/Howard%20Baker%20and%20Ronald%20Reagan.jpg
mpabaker_773,mpabaker:773,0012_003587_000330,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A773,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Boorstin, Daniel J. (Daniel Joseph), 1914-2004 | http://id.loc.gov/authorities/names/n79065337",,,,,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1981,1981,,,,Howard Baker with Daniel Boorstin Looking at Library of Congress Books,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A773/datastream/TN/view/Howard%20Baker%20with%20Daniel%20Boorstin%20Looking%20at%20Library%20of%20Congress%20Books.jpg
